,_healpix_29,amplitude_g,amplitude_r,amplitude_i,amplitude_z,inter_percentile_range_25_g,inter_percentile_range_25_r,inter_percentile_range_25_i,inter_percentile_range_25_z,anderson_darling_normal_g,anderson_darling_normal_r,anderson_darling_normal_i,anderson_darling_normal_z,beyond_1_std_g,beyond_1_std_r,beyond_1_std_i,beyond_1_std_z,chi2_pvar_g,chi2_pvar_r,chi2_pvar_i,chi2_pvar_z,cusum_g,cusum_r,cusum_i,cusum_z,eta_g,eta_r,eta_i,eta_z,eta_e_g,eta_e_r,eta_e_i,eta_e_z,excess_variance_g,excess_variance_r,excess_variance_i,excess_variance_z,kurtosis_g,kurtosis_r,kurtosis_i,kurtosis_z,lafler_kinman_string_length_g,lafler_kinman_string_length_r,lafler_kinman_string_length_i,lafler_kinman_string_length_z,maximum_slope_g,maximum_slope_r,maximum_slope_i,maximum_slope_z,mean_g,mean_r,mean_i,mean_z,mean_variance_g,mean_variance_r,mean_variance_i,mean_variance_z,median_g,median_r,median_i,median_z,median_absolute_deviation_g,median_absolute_deviation_r,median_absolute_deviation_i,median_absolute_deviation_z,median_buffer_range_percentage_10_g,median_buffer_range_percentage_10_r,median_buffer_range_percentage_10_i,median_buffer_range_percentage_10_z,otsu_mean_diff_g,otsu_std_lower_g,otsu_std_upper_g,otsu_lower_to_all_ratio_g,otsu_mean_diff_r,otsu_std_lower_r,otsu_std_upper_r,otsu_lower_to_all_ratio_r,otsu_mean_diff_i,otsu_std_lower_i,otsu_std_upper_i,otsu_lower_to_all_ratio_i,otsu_mean_diff_z,otsu_std_lower_z,otsu_std_upper_z,otsu_lower_to_all_ratio_z,percent_amplitude_g,percent_amplitude_r,percent_amplitude_i,percent_amplitude_z,percent_difference_magnitude_percentile_5_g,percent_difference_magnitude_percentile_5_r,percent_difference_magnitude_percentile_5_i,percent_difference_magnitude_percentile_5_z,chi2_g,chi2_r,chi2_i,chi2_z,roms_g,roms_r,roms_i,roms_z,skew_g,skew_r,skew_i,skew_z,standard_deviation_g,standard_deviation_r,standard_deviation_i,standard_deviation_z,stetson_K_g,stetson_K_r,stetson_K_i,stetson_K_z,weighted_mean_g,weighted_mean_r,weighted_mean_i,weighted_mean_z
1025,2528741133645907527,1.6206532,1.8844538,1.6712589,3.3125734,1.6615639,2.4954796,1.1245403,2.0927372,2.5824618,1.8158813,0.49543706,2.5398738,0.26190478,0.43243244,0.29411766,0.24074075,0.0,0.0,0.0,0.0,0.360686,0.28687918,0.4024882,0.30936435,0.68929505,0.50258726,0.28992787,1.0447332,1.923917e+07,6.620351e+06,4.3895845e+06,2.347596e+07,0.0021994915,0.004434652,0.0016849063,0.006351107,-0.7756183,-1.4616969,-0.37359548,0.5372789,0.4387476,0.3323973,0.16423379,0.5455946,4828.8867,3089.4375,3124.0078,12487.156,20.405699,19.841011,19.477142,18.70724,0.046911877,0.066598,0.041049715,0.079696134,19.949284,19.349558,19.642313,18.196741,0.38546753,0.9382839,0.5119133,0.87621975,0.26190478,0.13513513,0.1764706,0.09259259,1.8039017,0.23478752,0.51394653,0.61904764,2.490158,0.51648355,0.48229116,0.6216216,1.3237057,0.51439315,0.40108708,0.43529412,2.7174015,0.57715064,1.0156611,0.6666667,2.5447865,2.585823,2.0508041,5.3695183,0.14991447,0.18558897,0.13969392,0.21149817,3115.3596,15569.547,22379.049,22903.236,45.990078,110.90873,132.73714,171.37073,0.74429613,0.3892792,-0.38337746,1.0176073,0.9572696,1.3213716,0.79953116,1.4908947,0.7815549,0.8517264,0.84128517,0.86594373,19.843801,18.970387,18.91206,17.698408
1026,2528741133721914545,2.7460728,0.017575264,0.7265234,3.0705338,0.015647888,0.009235382,0.011388779,0.010967255,15.250472,0.643572,29.600494,19.889606,0.046511628,0.27027026,0.011764706,0.018518519,0.0,0.0,0.0,0.0,0.20487216,0.28275034,0.11127603,0.13277654,1.0953856,1.5585451,0.9120619,2.0544984,2.314042e+08,2.0326358e+08,1.6493188e+07,6.864439e+07,0.0029319308,1.7678626e-07,8.81093e-05,0.0026000098,21.147589,0.42800617,84.08865,52.667847,0.54771537,0.7878264,0.968147,1.0272496,22471.852,70.85156,2777.207,12549.746,18.71332,17.215511,16.573565,16.399622,0.054200277,0.00043312972,0.009386974,0.050990395,18.479008,17.214518,16.556015,16.269112,0.0086250305,0.004383087,0.0057411194,0.0055799484,0.9302326,0.2972973,0.9764706,0.9444444,4.685528,0.0630553,1.0871432,0.95348835,0.01360321,0.0041362876,0.0047944123,0.7297297,1.4306107,0.011272951,0.0,0.9882353,6.1087894,0.091463566,0.0,0.9814815,5.4706326,0.020555496,1.4313297,6.126175,0.08703509,0.0013549591,0.0016109224,0.016905284,337.25928,18.61548,3181.4397,18679.877,9.009918,3.3523455,11.604554,31.912632,4.6353593,0.62206334,9.14745,7.22162,1.0142671,0.00745655,0.15557562,0.8362232,0.5749444,0.7683498,0.21460746,0.2791169,18.490812,17.214743,16.559408,16.284405
1027,2528741133743115909,2.0882435,1.3653746,1.3274746,3.439106,0.7123375,1.5784073,0.78988266,1.504303,3.109886,1.601446,0.55297863,2.677691,0.14285715,0.4054054,0.34117648,0.18518518,0.0,0.0,0.0,0.0,0.2976413,0.26344973,0.38322818,0.2753544,1.472916,0.63211036,0.38459387,1.3605144,6.6678684e+07,1.549952e+07,4.6400005e+06,3.863257e+07,0.0016090907,0.002133486,0.0010925867,0.004469308,6.720761,-1.4072665,-0.38658714,7.1399975,0.80266607,0.379849,0.19964467,0.70435804,7814.379,3362.0156,3110.418,13308.227,19.78479,19.013323,18.558144,18.01545,0.040127076,0.0461906,0.03305483,0.06685337,19.50667,18.781313,18.628626,17.552065,0.25030136,0.71741295,0.40894318,0.5715475,0.45238096,0.16216215,0.1882353,0.2962963,1.9924793,0.37806523,0.89572936,0.88095236,1.6598015,0.35335073,0.28345764,0.6216216,1.0634613,0.3515395,0.3641949,0.31764707,2.0477905,0.42641532,1.158879,0.6851852,3.6052399,1.7603474,1.4354591,6.0225945,0.11372623,0.13641739,0.11001473,0.15659858,4822.9507,29005.57,40550.926,44836.582,50.16233,146.00998,167.65358,194.78737,2.283627,0.33827266,-0.3191552,2.0896251,0.7939058,0.8782368,0.6134363,1.2043935,0.73299223,0.8342261,0.8493981,0.88196397,19.549112,18.6167,18.310633,17.468689
1028,2528741133753539414,0.95968246,1.0776253,3.68295,3.4326487,0.76971436,1.3847656,0.5901756,1.2501354,1.6345518,1.589008,12.957593,3.4174922,0.2195122,0.45945945,0.056179777,0.16666667,0.0,0.0,0.0,0.0,0.32111505,0.25867292,0.19761711,0.25488883,0.71060944,0.6243318,0.52850693,1.4914887,1.1362263e+07,1.6951386e+07,703938.8,4.2197108e+07,0.0006569902,0.0015116535,0.0052621383,0.004250192,0.88791656,-1.4789869,13.625783,10.336751,0.45146066,0.3769893,0.26461712,0.7719793,1270.2188,2592.9922,3152.8008,13454.75,19.4837,18.688763,18.441793,17.73084,0.025634998,0.03888061,0.07280844,0.06519382,19.340702,18.479387,18.264156,17.317776,0.2714157,0.60432625,0.28713417,0.45701218,0.19512194,0.16216215,0.60674155,0.33333334,0.89676094,0.18951093,0.39469275,0.68292683,1.3706055,0.30788845,0.2100745,0.6216216,6.042923,0.47701207,0.113144234,0.9550562,2.1326637,0.4672148,1.3286474,0.7777778,1.4763622,1.3772278,6.113903,6.1566772,0.09044637,0.114083566,0.12305228,0.14920676,6999.542,34057.223,35448.94,54757.957,60.945976,157.3521,150.1327,208.50412,1.1804024,0.28301552,3.5989563,2.586309,0.4994646,0.72663045,1.3427181,1.1559412,0.7323242,0.8372155,0.8133858,0.87582,19.378683,18.451853,18.053911,17.291727
1029,2528741133926886309,2.0463142,2.7536268,2.326438,3.3826685,1.9467144,2.6206741,1.3851776,2.700613,1.2363898,1.1005,1.0328678,1.4759693,0.33333334,0.3783784,0.32941177,0.33962265,0.0,0.0,0.0,0.0,0.37241814,0.2627146,0.40526292,0.34555078,0.7459704,0.6170593,0.34444162,0.5886556,2.5864614e+07,1.9427014e+07,5.737479e+06,6.2686755e+06,0.0028345136,0.004881086,0.002381886,0.0058772857,-1.0327358,-1.19012,-0.038561106,-0.57858825,0.47662348,0.40861255,0.1926922,0.32446235,5826.8906,5322.617,5147.9062,4725.4414,22.009892,21.59853,21.388494,20.313412,0.053616114,0.07004503,0.048871964,0.076803245,21.633648,21.296642,21.620676,19.706444,0.8794069,1.51334,0.74193573,1.067379,0.23809524,0.16216215,0.1882353,0.1509434,2.1785946,0.48318362,0.5322415,0.61904764,2.7762184,0.73505455,0.51397324,0.6216216,1.7507725,0.71657103,0.4609489,0.42352942,2.8167782,0.63848054,0.81644684,0.6037736,2.6394386,3.4898663,2.861126,4.910574,0.17322885,0.19877338,0.15088385,0.21256945,365.6228,2541.8333,2406.852,2268.3271,17.626293,42.515804,44.90033,51.681007,0.41291067,0.2346033,-0.6145504,0.5368548,1.1800848,1.5128697,1.0452977,1.560136,0.82398295,0.7659692,0.8122514,0.8594088,21.255274,20.064812,20.171844,18.888084
1032,2528741154967488680,1.9150352,0.45840073,1.568655,3.546342,0.3492508,0.5450077,0.2281723,0.48920822,7.814182,1.6641576,8.181069,9.499258,0.041666668,0.41463414,0.095744684,0.018867925,0.0,0.0,0.0,0.0,0.18064402,0.27949074,0.23560001,0.14676535,2.0096183,0.5576075,1.5030466,2.030541,7.335686e+07,4.796999e+06,4.672069e+07,6.9832744e+07,0.0011113926,0.0002119724,0.00035501557,0.0024995913,16.065933,-1.3860166,31.137955,42.956978,1.0197101,0.35484046,0.8211737,1.0183194,7528.3984,475.125,10855.203,14129.547,21.0418,19.927137,19.511219,19.159977,0.033472415,0.0145740425,0.01884739,0.050001048,20.80873,19.863338,19.512445,18.96468,0.1259594,0.21853065,0.114382744,0.22132683,0.625,0.12195122,0.61702126,0.7735849,3.262188,0.2512039,0.28028533,0.9583333,0.55155754,0.1408071,0.06416069,0.6585366,2.1362782,0.18278687,0.7763611,0.9787234,6.6386185,0.29657745,0.0,0.9811321,3.5575256,0.52233887,2.6385727,6.70866,0.05314165,0.04243368,0.035557866,0.047317125,245.96468,836.8923,694.66736,1270.328,10.155779,24.750858,21.131224,30.783583,3.8908179,0.26988107,4.725004,6.2571526,0.70431983,0.29041895,0.36773553,0.9580189,0.737393,0.8619457,0.8161846,0.86439687,20.89821,19.975697,19.481667,19.10072
1035,2528741162343432784,1.1632977,1.5653639,1.1215801,1.0353861,0.79018974,1.183178,0.4668026,1.0231133,0.2508073,0.36714783,1.7194909,1.2511653,0.28125,0.33333334,0.2826087,0.37254903,0.66125834,8.13995e-06,0.0,0.0,0.214638,0.24697198,0.34239212,0.32752064,1.8429829,0.6753499,0.72622716,0.6388618,3.3486778e+07,4.569577e+07,6.268748e+06,1.780443e+07,-0.0004444655,-4.967484e-05,0.00023419323,0.00050785556,-0.19732141,-0.78252935,2.6024404,-1.1775534,0.92791706,0.36669978,0.41672993,0.34699255,1318.4961,4144.086,2290.746,3406.7344,25.009407,24.215029,22.952875,22.348001,0.022840535,0.035504032,0.016730925,0.024372721,24.97174,23.992659,23.02096,22.308208,0.4138832,0.5968933,0.23207188,0.49045753,0.15625,0.15151516,0.32608697,0.09803922,0.91752243,0.3920622,0.26014674,0.53125,1.4561558,0.43075427,0.497759,0.57575756,0.6515732,0.32247016,0.17279309,0.32608697,0.96110344,0.23195066,0.27936366,0.54901963,1.2323799,1.8954029,1.6836529,1.0961838,0.079502635,0.1133904,0.052739553,0.07182672,0.8779499,2.4608111,8.859975,10.934348,0.76338327,1.3722602,2.1209986,2.8920908,-0.3935168,0.29951224,-1.2607166,0.25537887,0.57122827,0.8597312,0.38402283,0.5446816,0.78948927,0.8335295,0.7474458,0.8604377,24.886877,23.903421,22.90942,22.248333
1038,2528741201441583410,1.2877312,1.2190542,1.3905954,1.5016088,0.59630585,1.2339878,0.8916435,1.4816341,1.2620535,0.5458774,0.2835692,0.26278144,0.1724138,0.4,0.3529412,0.35,0.44786888,0.47839683,0.15921149,0.005106694,0.26504576,0.2580814,0.26090315,0.35526207,0.84100723,1.035421,1.1619304,0.91019064,5.8790224e+07,3.736726e+07,3.5136852e+07,3.2782354e+07,4.9516508e-05,-0.0013043171,-0.0006426592,-0.00089348794,1.5821126,-1.2128999,-0.06634641,-0.9114044,0.69526887,0.5323404,0.60903925,0.51909524,1624.5547,2026.1914,2343.6484,1940.0312,24.797222,24.507776,24.342253,23.749132,0.023255566,0.030419337,0.026958723,0.03511564,24.76491,24.609173,24.312569,23.747326,0.3171978,0.5955086,0.45047474,0.75584126,0.27586207,0.12,0.32352942,0.2,1.294693,0.3546087,0.41370136,0.86206895,1.304802,0.2569352,0.4105612,0.44,1.0876465,0.4514618,0.3040697,0.6764706,1.4418926,0.3416419,0.50451624,0.35,1.4480324,1.2294044,1.4694576,1.575613,0.095508106,0.092588186,0.096807994,0.109612934,1.0112387,0.98783016,1.2430663,2.0268853,0.85755354,0.8607424,0.8877948,1.1802126,0.87468934,0.122997046,-0.13699098,-0.12027262,0.57667345,0.7455103,0.65623605,0.83396596,0.80170536,0.8806033,0.8228947,0.8229799,24.592836,24.45871,23.93984,23.215141
1039,2528741202343162523,1.9227686,2.5577378,2.555274,3.2579932,0.6715145,3.6404657,2.5329475,2.51013,8.51332,6.7778416,3.1153998,8.02291,0.15384616,0.27659574,0.39361703,0.21153846,0.0,0.0,0.0,0.0,0.3519202,0.24299394,0.40488493,0.23182818,0.47948185,0.483039,0.44504252,1.1193752,5.615091e+06,4.2440945e+06,4.821852e+06,2.1389908e+07,0.0037792397,0.014116003,0.0075589144,0.013246512,3.2981677,-1.0492194,-1.1888266,0.0059900284,0.30748194,0.3024475,0.22413225,0.6170885,2762.586,3641.9688,9863.732,13297.801,16.279062,16.7606,17.431744,16.392122,0.06147556,0.11881099,0.08694217,0.115093686,15.739552,15.319725,17.750599,15.161243,0.025196075,0.018986702,1.0588675,0.012924671,0.63461536,0.5744681,0.08510638,0.65384614,2.4558964,0.3412219,0.8654653,0.84615386,4.0547085,0.3922064,0.83398604,0.68085104,2.7559338,0.70201635,0.7423951,0.3617021,3.7569914,0.33354583,1.1911778,0.6923077,3.8149948,5.066805,2.6053066,6.488859,0.20984292,0.32084402,0.24057473,0.3091144,311641.72,361792.7,844573.5,314145.5,358.75024,393.87622,1210.3851,323.162,2.032478,0.8770884,-0.3227475,1.1878139,1.0007645,1.9913434,1.5155537,1.8866298,0.7848388,0.7921541,0.9756297,0.69935185,15.907561,15.464053,15.830026,15.272251
1041,2528742606413882930,1.960043,2.2735348,2.164487,2.4199944,1.5982418,2.5970116,1.395628,2.0237122,2.286735,2.1027792,1.4261591,1.109093,0.2826087,0.41666666,0.29761904,0.3559322,0.0,0.0,0.0,0.0,0.36474204,0.21523997,0.40823615,0.32998794,0.3995808,0.48027727,0.23808706,0.5349656,7.7811245e+06,5.5710835e+06,3.2553195e+06,4.592107e+06,0.0026687619,0.004821902,0.0023415606,0.0038053782,0.020783424,-1.0815563,-0.22744918,-1.0778322,0.29814354,0.30380562,0.19617279,0.30467796,2450.336,4055.8516,4127.6562,4320.1094,20.633207,20.92145,21.525211,20.876595,0.051680647,0.06949472,0.048467685,0.061801657,20.251228,20.561218,21.786898,20.802227,0.47177982,0.9416666,0.68951225,0.9932575,0.26086956,0.125,0.1904762,0.06779661,2.0863934,0.41179463,0.6548052,0.7173913,2.8909664,0.65307665,0.42955774,0.7083333,1.8546028,0.657925,0.48891866,0.3452381,2.2524776,0.5650326,0.6892889,0.5423729,2.854517,3.0943317,2.8498306,2.6799831,0.17647575,0.20938608,0.16426982,0.18257919,1915.8347,2886.2573,1618.1117,630.2873,39.39598,44.270245,38.599106,33.245426,0.99019766,0.57748145,-0.6582049,0.28007367,1.0663375,1.4539303,1.0432771,1.2902081,0.8487309,0.76288605,0.8317813,0.8753063,20.116283,19.85733,20.448322,19.677086
1042,2528742606600777903,3.29037,1.2343025,1.230773,3.649723,0.8941345,1.494812,0.72433853,1.2616158,6.340717,3.305723,0.81185085,3.1194184,0.041666668,0.35416666,0.27380952,0.18333334,0.0,0.0,0.0,0.0,0.236163,0.20913658,0.39565417,0.23742218,1.0442103,0.43526253,0.24748577,1.5075383,1.4258409e+06,5.5648265e+06,4.1527312e+06,3.327535e+07,0.0042418293,0.001931057,0.0007901534,0.0039426438,12.9503145,-1.0325162,-0.17463422,10.5540905,0.53880376,0.27855757,0.21403013,0.77633953,1555.2852,2328.3672,2012.6406,14373.93,19.15967,18.953972,19.168976,18.981394,0.06603149,0.04394497,0.028111108,0.062793896,18.73472,18.613564,19.284014,18.635265,0.30678177,0.40172577,0.3431034,0.56038475,0.5625,0.14583333,0.20238096,0.18333334,5.5919437,0.5774499,0.5369886,0.9583333,1.6932659,0.30921268,0.28006795,0.7083333,0.91513634,0.31503204,0.3020107,0.3690476,2.2745895,0.5132655,1.4067771,0.8,6.1636047,1.8818626,1.3617477,6.452692,0.12980671,0.12680855,0.10062978,0.1507393,17068.805,18020.988,11403.065,7371.5684,91.27545,109.56534,89.36935,81.78958,3.4152324,0.74821794,-0.2505526,2.5716588,1.2651416,0.8329317,0.53886116,1.1919156,0.69801235,0.8264738,0.86243474,0.9032341,18.7494,18.713028,19.030622,18.449718
1045,2528742609889701413,1.087801,1.2311049,1.173193,0.9766607,0.68886566,1.1276646,0.5037422,1.073494,0.3833797,0.39385176,0.50963414,0.47009763,0.4,0.41666666,0.24,0.42857143,0.6500056,0.045345016,0.99998045,0.65437424,0.31715357,0.27387536,0.22201943,0.24221821,1.119056,1.7526128,1.4076804,1.9363205,8.966051e+07,6.844486e+08,3.4424056e+07,6.2560476e+07,-0.00063118804,-0.0005450693,-0.0013332401,-0.00080729433,-0.12658143,-0.7427993,1.3959503,-1.3507466,0.61657465,1.2199467,0.8893581,1.1806192,1706.1758,3508.336,3103.5156,1484.8398,25.072262,24.809692,24.755287,23.951057,0.024128325,0.031749874,0.01808215,0.026088959,25.111504,24.814404,24.84734,23.985704,0.3320179,0.61048985,0.26906013,0.53939056,0.1,0.33333334,0.28,0.14285715,1.1934948,0.2894535,0.37805024,0.2,1.5054989,0.20117399,0.4534074,0.25,0.7053871,0.3417507,0.22534855,0.42,1.0755863,0.26436067,0.33467716,0.47619048,1.3198833,1.32131,1.5657063,1.0108013,0.082214564,0.09737612,0.058289517,0.07474027,0.8478325,1.818153,0.37406695,0.8489212,0.7243217,1.1696532,0.49826688,0.87412417,-0.5688064,-0.43852755,-0.7562129,0.05950111,0.6049517,0.7877046,0.4476288,0.62485814,0.7523543,0.9478468,0.8057044,0.8482619,25.035677,24.280428,24.620285,23.61695
1047,2528742612179043526,1.5924463,1.8792686,1.8428841,3.1749926,1.4790173,2.300047,1.2101059,1.9200535,4.108784,3.193616,1.3267676,1.9384853,0.23913044,0.35416666,0.2857143,0.26666668,0.0,0.0,0.0,0.0,0.37524897,0.22108796,0.4135591,0.2875516,0.38969207,0.41268367,0.22913983,1.061893,3.9437192e+06,4.086977e+06,3.918353e+06,1.8191246e+07,0.0023405065,0.0040915757,0.0017638167,0.0050147134,-0.0857594,-1.021127,-0.47038126,0.54850507,0.28365958,0.27482757,0.19021316,0.5636776,2056.1328,2816.6797,3239.9453,12021.891,19.663063,19.88996,20.355888,19.907404,0.048382603,0.06397279,0.042006876,0.07083551,19.217798,19.376282,20.63194,19.62119,0.2531948,0.650753,0.5154705,0.9683609,0.32608697,0.125,0.21428572,0.15,1.8997936,0.21081379,0.5683781,0.6956522,2.581808,0.47732243,0.43630433,0.7083333,1.4929943,0.5060486,0.39579114,0.39285713,2.3321915,0.47046253,1.0933006,0.56666666,2.606907,2.8383636,2.1858845,4.8328285,0.15794636,0.18665688,0.13885097,0.20773053,7311.467,7607.0547,5805.4253,3072.3606,66.424,72.51621,73.39665,66.220215,1.1163542,0.74555993,-0.43700138,0.9863465,0.95135015,1.2724162,0.8550873,1.4101511,0.7501447,0.8089789,0.8550814,0.85959625,19.181652,19.226301,19.739456,18.887602
1048,2528742612254721503,1.0166998,1.2426729,1.3604183,1.0215855,0.81892776,1.5156994,0.57569695,1.3640003,0.31882098,0.49776304,0.6660573,0.8486581,0.375,0.36842105,0.24444444,0.5,0.49926084,0.5934662,0.99254674,0.698153,0.20868462,0.3292061,0.26584616,0.2997051,1.8924797,1.040371,1.0090859,0.70580214,2.1164482e+08,1.3839525e+08,3.369538e+07,3.86757e+07,-0.00051335455,-0.0011391912,-0.0010640606,-0.0008549296,-0.5810077,-1.2167244,3.519323,-1.5219598,1.0219802,0.53334385,0.7696487,0.3902558,3038.3438,3686.0078,2561.3828,2158.961,24.974436,24.56292,24.753141,23.850084,0.022739572,0.032530658,0.019623522,0.028617395,25.0759,24.718834,24.696978,23.701685,0.4404831,0.59053993,0.27048874,0.62924004,0.20833333,0.10526316,0.31111112,0.115384616,0.97927856,0.32533577,0.3227445,0.33333334,1.3969898,0.34571958,0.40212536,0.42105263,0.74980545,0.36584216,0.23623526,0.64444447,1.2185497,0.28465298,0.30124965,0.53846157,1.2271729,1.3199615,1.7842808,1.2089729,0.07493402,0.097965874,0.05813113,0.079105325,0.9717058,0.8881575,0.5559167,0.83601385,0.80572885,0.7757437,0.49742365,0.81655777,-0.38100353,-0.082756445,-0.90090126,0.13355866,0.567908,0.79904795,0.48574382,0.6825273,0.7958233,0.8463889,0.6547977,0.8490594,24.803925,24.589622,24.578236,23.524565
1049,2528742612325288873,0.6981802,0.8169708,0.8663683,3.2715712,0.43525696,0.83979416,0.5433922,0.78544426,4.1420135,3.2889693,0.58313066,4.721904,0.19565217,0.33333334,0.35714287,0.06666667,0.0,0.0,0.0,0.0,0.36985525,0.20700145,0.4056455,0.19891173,0.38568667,0.45015383,0.21742488,1.7625104,4.5504205e+06,5.9424355e+06,2.9847838e+06,4.396131e+07,0.00044360076,0.00080371276,0.00043957552,0.0025813694,1.0718784,-0.8120012,-0.54245806,24.066536,0.29204077,0.2800852,0.17889519,0.8934466,907.28906,1767.4375,1288.125,13080.84,18.468246,18.348402,18.46522,18.402733,0.021062696,0.028350571,0.020966811,0.050808214,18.301147,18.121098,18.528149,18.184526,0.10306549,0.23386574,0.2716446,0.3691187,0.41304347,0.125,0.22619048,0.45,0.796051,0.13076961,0.30396473,0.76086956,1.0502548,0.18381876,0.22607794,0.7083333,0.66594505,0.18834051,0.2238738,0.3809524,5.8521194,0.55559653,0.0,0.98333335,1.1737804,1.3071041,0.90554047,5.97279,0.070612706,0.08308768,0.06904726,0.0947303,15241.023,20575.76,13079.375,11304.272,77.49043,119.35793,97.36844,89.14588,1.450072,0.8367854,-0.06864379,4.1581383,0.38899106,0.5201877,0.38715678,0.93501,0.7222255,0.8473261,0.8718035,0.83603895,18.409397,18.342825,18.42021,18.205578
1050,2528742612329748123,0.24337578,0.036229134,0.026053429,3.156084,0.024997711,0.023557663,0.013547897,0.021419525,9.133439,1.4753326,0.19502743,23.003633,0.02173913,0.3125,0.35714287,0.016666668,0.0,0.0,0.0,0.0,0.1611971,0.20064522,0.26671863,0.12692045,1.9452947,0.60103244,1.0781082,2.047042,3.2014755e+08,2.1108776e+07,2.0299352e+07,5.5679156e+07,1.5381327e-05,9.756953e-07,3.47059e-07,0.0021429497,37.98098,-0.2623973,-0.13705897,59.945667,0.97301954,0.33543998,0.5925069,1.0235407,1963.2031,60.804688,83.57031,12913.988,17.888992,17.553946,17.444605,17.528868,0.003924522,0.0009986131,0.0006002432,0.04629247,17.873632,17.5498,17.44533,17.421837,0.013020515,0.00859642,0.0069561005,0.010146141,0.82608694,0.16666667,0.21428572,0.98333335,0.45536995,0.020748915,0.0,0.9782609,0.033920288,0.008445674,0.009626229,0.7291667,0.016805649,0.006217115,0.0063644536,0.44047618,6.284149,0.01696905,0.0,0.98333335,0.4608326,0.04680252,0.026716232,6.286442,0.004650765,0.0031464545,0.0018490382,0.0033063062,752.197,73.42083,27.36804,2739.6482,11.218368,6.968823,4.2370067,11.625881,5.9225464,0.743387,-0.038598116,7.7408004,0.07020575,0.0175296,0.010471006,0.8114546,0.4409911,0.84092396,0.8045594,0.23371167,17.888933,17.560043,17.44553,17.431858
1051,2528742612339315573,0.6505842,0.67304707,0.773406,3.1197796,0.46463013,0.81305695,0.43577003,0.68564224,3.173576,2.582386,0.68868774,4.8664703,0.19565217,0.39583334,0.25,0.06666667,0.0,0.0,0.0,0.0,0.33441752,0.20538801,0.3849603,0.19809605,0.64785445,0.48902377,0.27719656,1.7661427,2.7587116e+07,9.332768e+06,4.124473e+06,4.32823e+07,0.00035134537,0.0005885279,0.00030645533,0.0023765117,1.1486464,-1.0819242,-0.011810303,24.031961,0.40652734,0.29265845,0.22149326,0.8986508,2545.6328,1638.7656,1233.3906,12454.699,18.464733,18.304832,18.383242,18.34102,0.018745128,0.024260428,0.017506681,0.04875049,18.33145,18.123312,18.420881,18.075226,0.12173653,0.24345684,0.1977768,0.34067154,0.2826087,0.083333336,0.21428572,0.43333334,0.6836529,0.11470944,0.27158487,0.73913044,0.89152527,0.18647416,0.13570033,0.7083333,0.53676224,0.19060767,0.18970287,0.3690476,5.594452,0.53163356,0.0,0.98333335,1.0494556,1.0017014,0.7778454,5.767002,0.06522076,0.07192011,0.059922878,0.095501415,13546.329,16936.854,9781.887,11229.823,76.47691,112.738846,81.19288,87.9543,1.3929253,0.6513578,-0.15523165,4.1588964,0.34612378,0.44408306,0.32182956,0.89413375,0.729912,0.86597264,0.8341796,0.84459066,18.43502,18.340162,18.369915,18.160442
1052,2528742618431216639,1.5218916,1.2102003,1.3394117,1.1022329,0.7456684,1.2988148,0.8795757,0.74873924,0.34570917,0.42194194,0.21587037,0.54123247,0.32258064,0.3809524,0.28,0.26666668,0.288589,0.04879643,0.5669463,0.9297105,0.22591142,0.25107735,0.3234296,0.3128564,1.2471756,1.146119,1.1504551,1.2018509,9.3104824e+07,8.709682e+07,6.486206e+07,9.789051e+07,-0.00039206524,-0.00011662866,-0.0012129177,-0.0017541834,0.35874653,-1.2352004,0.46804333,-0.28859258,0.64709574,0.6551462,0.69527125,0.7710739,4275.125,2197.5938,2542.4023,1560.918,25.005787,24.22022,24.490185,23.805311,0.027956516,0.032261573,0.02504205,0.025930647,24.900496,24.175436,24.59079,23.700636,0.3180256,0.67915344,0.44392395,0.33883286,0.29032257,0.04761905,0.28,0.2,1.2174892,0.46030462,0.41434252,0.7419355,1.3463001,0.36006975,0.39728498,0.52380955,0.9833069,0.40560234,0.35303742,0.4,1.0963154,0.29553315,0.368167,0.6666667,1.7594929,1.4006195,1.6354694,1.27388,0.1074238,0.09616264,0.08745018,0.08626771,1.1269208,1.5755472,0.9252685,0.5090618,0.8703307,1.1380961,0.69190663,0.5826864,0.24969347,0.15391721,-0.40940073,0.5491038,0.6990747,0.7813824,0.6132844,0.6172871,0.8232785,0.8839438,0.7412186,0.7281001,24.648977,24.211794,24.181627,23.486553
